song_id,entry_date,exit_date,total_days,peak_rank,avg_rank,peak_date,days_to_peak,artist,album_type,is_explicit,duration_ms,total_tracks,popularity,lifecycle_type
Qué Pecao-Manuel Turizo & Kapo,2025-10-06,2025-11-23,49,13,19.979591836734695,2025-10-13,7,Manuel Turizo & Kapo,single,False,230073,1,58,Medium Run
RAPAPA-JC Reyes,2025-10-20,2025-11-26,38,8,22.157894736842106,2025-11-01,12,JC Reyes,single,False,120888,6,51,Medium Run
REAL GANGSTA LOVE-Trueno,2025-06-06,2025-11-16,154,1,18.272727272727273,2025-06-12,6,Trueno,album,True,145342,13,75,Evergreen
REINA-Mora,2024-08-30,2025-04-17,229,1,15.491304347826087,2024-08-30,0,Mora,album,True,211879,15,0,Evergreen
REMIX EXCLUSIVO-Feid,2024-05-18,2024-06-04,17,43,47.1764705882353,2024-05-20,2,Feid,single,True,206946,1,88,Medium Run
RITMO DE MEDALLO-Feid,2024-09-30,2024-10-01,2,37,37.0,2024-09-30,0,Feid,album,False,118693,15,0,Short Hit
RITUAL-Myke Towers,2024-11-25,2024-11-25,1,48,48.0,2024-11-25,0,Myke Towers,album,True,154432,23,0,Short Hit
RKO-Eladio Carrion,2025-01-21,2025-01-24,4,20,38.25,2025-01-21,0,Eladio Carrion,album,True,106666,17,67,Short Hit
RUEDA-Rvfv,2025-06-02,2025-08-14,70,21,40.9,2025-06-19,17,Rvfv,album,False,213120,20,36,Long Runner
Rapeadita LOVE-Rels B,2025-04-28,2025-04-28,1,44,44.0,2025-04-28,0,Rels B,album,True,140439,13,65,Short Hit
Rapido (with Cris Mj)-Dei V,2025-06-16,2025-11-27,162,5,14.462962962962964,2025-08-22,67,Dei V,album,True,146000,16,26,Evergreen
Rara Vez-Taiu & Milo j,2024-05-18,2024-12-13,147,15,33.142857142857146,2024-05-20,2,Taiu & Milo j,single,False,128677,1,92,Long Runner
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56-Bizarrap & Rauw Alejandro",2024-06-24,2024-10-13,111,1,23.08108108108108,2024-06-24,0,Bizarrap & Rauw Alejandro,single,True,191254,1,78,Long Runner
Razones-Ozuna & Anuel AA & Mambo Kingz,2025-06-30,2025-07-05,6,16,32.666666666666664,2025-06-30,0,Ozuna & Anuel AA & Mambo Kingz,single,False,222727,1,61,Short Hit
Remember Me-Duki,2024-07-19,2024-07-22,4,43,45.25,2024-07-19,0,Duki,album,False,170624,15,59,Short Hit
Revolú-Rauw Alejandro,2025-11-17,2025-11-23,7,10,24.428571428571427,2025-11-17,0,Rauw Alejandro,album,True,215511,18,67,Short Hit
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)-Sevdaliza & Villano Antillano & Tokischa",2025-04-26,2025-05-12,5,26,40.0,2025-04-27,1,Sevdaliza & Villano Antillano & Tokischa,single,True,158728,2,79,Short Hit
RoCKSTAR 2.0-Duki,2024-06-25,2024-07-02,8,16,22.75,2024-06-25,0,Duki,album,True,173729,14,67,Short Hit
RoCKSTAR 2.0-Duki & Jhayco,2024-06-24,2024-06-24,1,14,14.0,2024-06-24,0,Duki & Jhayco,single,True,173729,1,71,Short Hit
Rockin' Around The Christmas Tree-Brenda Lee,2024-12-24,2024-12-27,4,7,19.0,2024-12-25,1,Brenda Lee,album,False,126266,12,98,Short Hit
Romero Santo-DELLAFUENTE,2025-06-16,2025-06-21,5,31,40.6,2025-06-16,0,DELLAFUENTE,album,False,191414,10,31,Short Hit
Rosas-La Oreja de Van Gogh,2025-10-17,2025-10-26,10,30,42.5,2025-10-19,2,La Oreja de Van Gogh,album,False,237026,12,69,Short Hit
RÁPIDO-Mora,2024-05-18,2024-05-24,7,41,44.0,2024-05-18,0,Mora,single,True,182857,1,81,Short Hit
S91-KAROL G,2024-07-16,2024-09-04,49,21,35.10204081632653,2024-08-13,28,KAROL G,single,False,173005,1,74,Medium Run
SE ME OLVIDA-Maisak & Feid,2025-08-24,2025-11-16,79,11,31.025316455696203,2025-09-01,8,Maisak & Feid,single,True,225373,1,0,Long Runner
SE TE NOTA (feat. Peso Pluma)-Myke Towers,2025-08-24,2025-08-25,2,27,37.0,2025-08-24,0,Myke Towers,album,True,190106,20,0,Short Hit
SEDA-Bad Bunny,2024-10-14,2025-02-13,119,6,25.201680672268907,2024-10-14,0,Bad Bunny,album,True,190476,22,0,Long Runner
SEXO DESENFRENADO-Myke Towers,2025-08-24,2025-08-24,1,45,45.0,2025-08-24,0,Myke Towers,album,True,243360,20,0,Short Hit
SEYA-GIMS,2024-10-21,2025-02-27,109,21,31.03669724770642,2024-12-20,60,GIMS,album,False,188484,21,51,Long Runner
SHIBATTO-Quevedo,2025-11-24,2025-11-27,4,3,3.75,2025-11-26,2,Quevedo,album,False,138226,18,64,Short Hit
SI NO ES CONTIGO-Cris Mj,2025-06-18,2025-09-20,92,31,38.59782608695652,2025-08-09,52,Cris Mj,single,True,156000,1,82,Long Runner
SI SABE FERXXO-Blessd,2025-01-28,2025-02-28,31,27,39.806451612903224,2025-02-01,4,Blessd,album,True,152500,14,68,Medium Run
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)-The Academy: Segunda Misión",2025-03-31,2025-03-31,1,16,16.0,2025-03-31,0,The Academy: Segunda Misión,album,True,241958,9,42,Short Hit
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)-The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez",2025-04-01,2025-06-08,58,16,38.55172413793103,2025-04-12,11,The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez,album,True,241958,9,64,Long Runner
SI TE PEGAS-Rauw Alejandro,2024-07-09,2024-07-12,4,30,36.75,2024-07-09,0,Rauw Alejandro,album,True,183652,14,0,Short Hit
SORRY 4 THAT MUCH-Feid,2025-06-09,2025-07-17,38,9,24.263157894736842,2025-06-17,8,Feid,single,True,207746,1,63,Medium Run
SPANISH TETEO-Rvfv & Rels B & Omar Montes,2024-09-10,2024-09-11,2,50,50.0,2024-09-10,0,Rvfv & Rels B & Omar Montes,single,True,181176,1,59,Short Hit
STAR-JC Reyes,2025-10-20,2025-11-27,37,7,15.513513513513514,2025-11-15,26,JC Reyes,single,False,156000,6,49,Medium Run
SUPERNOVA-SAIKO,2025-04-28,2025-05-03,6,33,40.833333333333336,2025-04-28,0,SAIKO,album,False,190909,16,54,Short Hit
Sangre y Fe-Cruz Cafuné,2024-05-28,2024-06-16,20,6,30.65,2024-05-28,0,Cruz Cafuné,album,True,231500,23,61,Medium Run
Santa Tell Me-Ariana Grande,2024-12-25,2024-12-27,3,17,25.0,2024-12-25,0,Ariana Grande,single,False,204093,1,96,Short Hit
Santa-Rvssian,2025-05-22,2025-11-27,188,2,13.797872340425531,2025-05-22,0,Rvssian,single,False,193038,2,6,Evergreen
Santa-Rvssian & Rauw Alejandro & Ayra Starr,2025-04-16,2025-05-21,36,1,3.3055555555555554,2025-04-21,5,Rvssian & Rauw Alejandro & Ayra Starr,single,False,193038,1,74,Medium Run
Se Fue-Rauw Alejandro,2025-11-17,2025-11-27,11,5,13.363636363636363,2025-11-17,0,Rauw Alejandro,album,False,240179,18,69,Medium Run
Se Grita-Morad,2024-07-21,2024-08-05,16,46,47.125,2024-07-25,4,Morad,album,True,259627,19,84,Medium Run
Se Pone Las Nike-Cano,2025-11-06,2025-11-27,22,6,15.045454545454545,2025-11-14,8,Cano,album,False,159375,10,57,Medium Run
SexeSexy-Mushkaa,2025-03-31,2025-04-13,6,40,44.333333333333336,2025-03-31,0,Mushkaa,album,False,232800,9,40,Short Hit
"Shakira: Bzrp Music Sessions, Vol. 53-Bizarrap & Shakira",2024-05-18,2024-07-18,61,30,41.885245901639344,2024-05-23,5,Bizarrap & Shakira,single,False,214945,1,95,Long Runner
Shars 2023-Al Safir,2024-11-30,2024-12-01,2,21,21.0,2024-11-30,0,Al Safir,single,False,163342,1,28,Short Hit
Si Antes Te Hubiera Conocido-KAROL G,2025-06-22,2025-11-27,157,1,2.4394904458598727,2025-07-02,10,KAROL G,single,False,195824,1,0,Evergreen
Si La Calle Llama - Remix-Eladio Carrion,2024-05-18,2024-08-29,104,20,32.57692307692308,2024-05-19,1,Eladio Carrion,album,True,240000,18,87,Long Runner
Si No Estás-iñigo quintero,2024-09-20,2025-04-03,186,1,14.682795698924732,2024-09-29,9,iñigo quintero,single,False,184061,1,60,Evergreen
Sigo Enamorau'-Eladio Carrion,2025-01-21,2025-01-21,1,17,17.0,2025-01-21,0,Eladio Carrion,album,True,194941,17,68,Short Hit
Sin Gato (MIAU!)-Rels B,2024-05-28,2024-06-03,3,45,47.666666666666664,2024-05-28,0,Rels B,single,False,148800,1,63,Short Hit
Sleigh Ride-The Ronettes,2024-12-25,2024-12-27,3,28,42.666666666666664,2024-12-25,0,The Ronettes,album,False,181266,15,84,Short Hit
Snowman-Sia,2024-12-25,2024-12-27,3,27,37.0,2024-12-25,0,Sia,album,False,165900,13,94,Short Hit
Sofi - Remix-Samueliyo Baby & KEVIN ROLDAN,2024-12-12,2024-12-14,3,22,32.333333333333336,2024-12-12,0,Samueliyo Baby & KEVIN ROLDAN,single,False,171606,1,67,Short Hit
Solita y SueltAAA-Rels B,2024-07-23,2024-07-25,3,49,49.666666666666664,2024-07-25,2,Rels B,album,False,155789,9,64,Short Hit
Soltera-Shakira,2025-09-28,2025-11-27,61,5,13.344262295081966,2025-10-14,16,Shakira,single,False,214642,1,65,Long Runner
Sonrisa-Eladio Carrion,2025-01-21,2025-01-21,1,16,16.0,2025-01-21,0,Eladio Carrion,album,True,152380,17,68,Short Hit
Sport+ RMX-Clarent & Myke Towers,2025-08-15,2025-08-23,9,47,48.666666666666664,2025-08-17,2,Clarent & Myke Towers,single,True,219813,1,69,Short Hit
Suano-NTG & Amenazzy,2025-05-16,2025-08-09,80,6,23.55,2025-06-02,17,NTG & Amenazzy,single,True,137264,1,69,Long Runner
Supernova-Saiko,2024-05-18,2024-12-16,201,1,23.601990049751244,2024-05-18,0,Saiko,single,False,190909,1,84,Evergreen
T'as peur-Aya Nakamura,2024-05-18,2024-05-21,4,45,46.0,2024-05-18,0,Aya Nakamura,album,False,215284,15,70,Short Hit
TAMBIÉN-Myke Towers,2025-08-24,2025-11-27,88,5,11.875,2025-10-06,43,Myke Towers,album,True,139546,20,0,Long Runner
TE FALLÉ-Quevedo,2025-11-24,2025-11-27,4,17,25.25,2025-11-24,0,Quevedo,album,False,219460,18,61,Short Hit
TELEFONO NUEVO-Bad Bunny,2024-10-14,2024-10-28,15,9,30.466666666666665,2024-10-14,0,Bad Bunny,album,True,354784,22,0,Medium Run
THUNDER Y LIGHTNING-Bad Bunny,2024-10-14,2024-11-17,35,14,31.65714285714286,2024-10-14,0,Bad Bunny,album,True,217133,22,0,Medium Run
TQG-KAROL G,2024-05-18,2025-08-08,120,9,31.983333333333334,2024-05-18,0,KAROL G,album,True,197933,17,96,Long Runner
TQMQA-Eladio Carrion,2024-12-17,2025-01-26,32,15,38.9375,2025-01-21,35,Eladio Carrion,single,False,169911,1,67,Medium Run
TU$$I (with Dei V)-YOVNGCHIMI,2025-03-02,2025-08-16,159,11,31.748427672955973,2025-03-19,17,YOVNGCHIMI,album,True,163200,16,76,Evergreen
TUYA-ROSALÍA,2024-06-11,2024-07-18,38,6,29.18421052631579,2024-06-11,0,ROSALÍA,single,True,154551,1,72,Medium Run
Tacos Gucci-Anuel AA,2025-02-18,2025-03-05,12,19,32.083333333333336,2025-02-22,4,Anuel AA,single,True,207157,1,67,Medium Run
Tanta Droga-Eladio Carrion,2025-01-21,2025-01-21,1,27,27.0,2025-01-21,0,Eladio Carrion,album,True,248878,17,68,Short Hit
Taste-Sabrina Carpenter,2025-08-29,2025-09-03,6,47,48.666666666666664,2025-08-31,2,Sabrina Carpenter,album,False,157279,12,87,Short Hit
Tattoo-Loreen,2024-05-18,2024-06-02,16,21,37.1875,2024-05-18,0,Loreen,single,False,183374,1,89,Medium Run
Te Menti-Ozuna & Saiko & Ovy On The Drums,2024-09-19,2024-09-29,11,38,45.45454545454545,2024-09-20,1,Ozuna & Saiko & Ovy On The Drums,single,False,187129,1,67,Medium Run
Tengo Un Plan-Key-Key,2025-04-04,2025-06-11,69,11,26.391304347826086,2025-04-14,10,Key-Key,single,False,189282,1,68,Long Runner
Thalía - Remix-Cyril Kamer & Rvfv & Polimá Westcoast,2025-07-18,2025-08-23,34,25,37.05882352941177,2025-08-04,17,Cyril Kamer & Rvfv & Polimá Westcoast,single,False,230857,1,60,Medium Run
Thalía-Cyril Kamer,2025-03-15,2025-06-04,81,9,26.765432098765434,2025-04-09,25,Cyril Kamer,single,False,183428,1,63,Long Runner
The Code-Nemo,2025-05-14,2025-05-18,5,24,36.8,2025-05-14,0,Nemo,single,False,180141,1,74,Short Hit
The Emptiness Machine-Linkin Park,2025-09-11,2025-10-02,17,30,38.11764705882353,2025-09-13,2,Linkin Park,single,True,190427,1,86,Medium Run
Timeless (with Playboi Carti)-The Weeknd & Playboi Carti,2025-09-29,2025-09-29,1,50,50.0,2025-09-29,0,The Weeknd & Playboi Carti,single,True,256000,1,79,Short Hit
Todo Contigo-Álvaro De Luna,2024-05-18,2024-09-23,129,12,30.124031007751938,2024-05-18,0,Álvaro De Luna,single,False,165527,1,78,Long Runner
Todo Lit-Eladio Carrion,2025-01-21,2025-01-21,1,23,23.0,2025-01-21,0,Eladio Carrion,album,True,241951,17,67,Short Hit
Toy en el Mic-Bizarrap & Milo j,2024-10-07,2024-10-13,7,24,28.571428571428573,2024-10-10,3,Bizarrap & Milo j,single,True,137053,5,67,Short Hit
Tranquila Baby-Eladio Carrion,2025-01-21,2025-01-21,1,32,32.0,2025-01-21,0,Eladio Carrion,album,True,128000,17,67,Short Hit
Trato De Estar Bien-Duki,2025-11-03,2025-11-09,5,37,44.0,2025-11-03,0,Duki,album,False,213408,15,59,Short Hit
Trending Remix (with Myke Towers)-Dei V,2025-03-03,2025-07-20,137,10,24.467153284671532,2025-03-10,7,Dei V,single,True,225154,1,76,Long Runner
Tu Ritmo-Eladio Carrion,2025-01-21,2025-01-21,1,21,21.0,2025-01-21,0,Eladio Carrion,album,True,158446,17,68,Short Hit
Tu Silueta-Diegote,2025-07-14,2025-10-28,106,5,17.40566037735849,2025-07-31,17,Diegote,single,False,170480,1,58,Long Runner
Tú Con Él-Rauw Alejandro,2025-11-17,2025-11-23,7,12,24.857142857142858,2025-11-17,0,Rauw Alejandro,album,False,289131,18,69,Short Hit
UN DESEO-Mora,2024-08-30,2024-08-31,2,20,31.0,2024-08-30,0,Mora,album,True,218883,15,0,Short Hit
UN PREVIEW-Bad Bunny,2024-09-27,2024-11-02,37,1,22.405405405405407,2024-09-27,0,Bad Bunny,single,False,165582,1,0,Medium Run
UNA BACHATA-Lola Indigo,2025-02-04,2025-04-27,77,8,30.01298701298701,2025-02-04,0,Lola Indigo,album,False,157846,7,60,Long Runner
UWAIE-Kapo,2025-08-20,2025-11-27,100,2,9.24,2025-08-29,9,Kapo,single,False,172427,1,69,Long Runner
Un Desperdicio-Rels B,2025-04-28,2025-05-15,16,29,36.6875,2025-05-08,10,Rels B,album,False,223783,13,67,Medium Run
Un Rodeoooo-Rels B,2024-07-23,2024-09-23,57,36,44.421052631578945,2024-08-10,18,Rels B,album,False,136082,9,59,Long Runner
Una Foto Remix (feat. Emilia)-Mesita & Nicki Nicole & Tiago PZK,2025-01-11,2025-06-15,154,6,24.24025974025974,2025-02-01,21,Mesita & Nicki Nicole & Tiago PZK,single,False,243898,1,77,Evergreen
Una Velita-Bad Bunny,2025-09-22,2025-09-27,6,7,36.0,2025-09-22,0,Bad Bunny,single,True,239986,1,72,Short Hit
Underneath the Tree-Kelly Clarkson,2024-12-25,2024-12-27,3,22,34.0,2024-12-25,0,Kelly Clarkson,album,False,229640,14,86,Short Hit
VAGABUNDO-Sebastian Yatra,2024-09-24,2024-09-26,3,14,18.0,2024-09-24,0,Sebastian Yatra,album,False,215600,12,3,Short Hit
VAGABUNDO-Sebastian Yatra & Manuel Turizo & Beéle,2024-05-18,2025-10-16,384,3,29.015625,2024-06-04,17,Sebastian Yatra & Manuel Turizo & Beéle,single,False,215600,1,76,Evergreen
VENTE CONMIGO-Feid,2024-08-06,2024-08-12,7,22,35.285714285714285,2024-08-06,0,Feid,single,False,186000,1,71,Short Hit
VISTA AL MAR-Quevedo,2024-05-21,2024-07-29,33,43,47.75757575757576,2024-05-30,9,Quevedo,album,False,180672,16,83,Medium Run
VOLVER-Tainy,2024-07-02,2024-07-02,1,49,49.0,2024-07-02,0,Tainy,album,True,185806,19,69,Short Hit
VOU 787-Bad Bunny,2024-10-14,2024-10-18,5,13,27.2,2024-10-14,0,Bad Bunny,album,True,123643,22,0,Short Hit
VUELVE CANDY B-Bad Bunny,2024-10-14,2024-10-18,5,19,32.2,2024-10-14,0,Bad Bunny,album,True,266171,22,0,Short Hit
"VVS Switch (feat. Hades66, Luar La L & CDobleta) - Remix-Pressure 9X19 & Anuel AA & YOVNGCHIMI",2025-03-17,2025-03-30,13,13,31.384615384615383,2025-03-17,0,Pressure 9X19 & Anuel AA & YOVNGCHIMI,single,True,555071,1,67,Medium Run
Vacile-Yan Block,2025-08-15,2025-11-27,105,16,22.276190476190475,2025-10-17,63,Yan Block,single,True,140239,1,73,Long Runner
Vida De Rock-Duki,2025-11-03,2025-11-10,8,34,40.375,2025-11-07,4,Duki,album,True,181503,15,62,Short Hit
WANDA-Quevedo,2024-05-18,2024-12-07,145,18,28.448275862068964,2024-05-18,0,Quevedo,album,False,160909,16,87,Long Runner
WHERE SHE GOES-Bad Bunny,2024-05-21,2024-10-28,154,1,15.876623376623376,2024-05-21,0,Bad Bunny,single,True,231704,1,82,Evergreen
WYA REMIX RED-J Abdiel & De La Rose & Yan Block,2025-06-19,2025-11-16,140,22,34.957142857142856,2025-07-12,23,J Abdiel & De La Rose & Yan Block,single,True,321741,1,73,Long Runner
Whisky-Samuel G & Oscar el Ruso & Aissa,2025-07-17,2025-07-31,15,30,35.6,2025-07-21,4,Samuel G & Oscar el Ruso & Aissa,single,False,305265,1,65,Medium Run
X'CLUSIVO - REMIX-Gonzy,2025-10-13,2025-11-23,42,21,33.357142857142854,2025-10-13,0,Gonzy,album,True,208133,18,29,Medium Run
X'CLUSIVO - REMIX-Gonzy & SAIKO & Arcángel,2025-03-03,2025-10-12,220,1,12.768181818181818,2025-03-03,0,Gonzy & SAIKO & Arcángel,single,True,208133,1,66,Evergreen
X'CLUSIVO-Gonzy,2025-01-31,2025-03-09,38,3,18.05263157894737,2025-03-02,30,Gonzy,single,True,175586,1,72,Medium Run
Xxx_Rosario_xxX-Saiko,2024-12-24,2025-01-05,13,23,34.53846153846154,2024-12-24,0,Saiko,album,True,188936,7,58,Medium Run
YO LO SOÑÉ-SAIKO,2025-04-28,2025-08-16,109,1,24.06422018348624,2025-04-30,2,SAIKO,album,False,175456,16,56,Long Runner
YO LO SOÑÉ-SAIKO & Omar Montes,2025-04-19,2025-04-27,9,2,5.0,2025-04-25,6,SAIKO & Omar Montes,single,False,175456,1,60,Short Hit
YO TENGO UN NOVIO-Lola Indigo,2024-12-17,2024-12-24,8,18,32.875,2024-12-21,4,Lola Indigo,album,False,144424,7,55,Short Hit
YOTULOKO-Omar Montes & Rels B,2025-07-14,2025-11-05,114,22,32.51754385964912,2025-07-27,13,Omar Montes & Rels B,single,False,213699,1,57,Long Runner
Ya es Navidad Popurrí: Ya es Navidad- Zúmbale a la pandereta - Ya vienen los Reyes Magos - Arre Borriquito - Ya es Navidad-Raya Real,2024-12-25,2024-12-25,1,34,34.0,2024-12-25,0,Raya Real,album,False,262144,9,50,Short Hit
Yandel 150-Yandel,2024-05-18,2024-09-23,125,10,26.376,2024-05-18,0,Yandel,album,True,216148,17,90,Long Runner
Yankee 150-Yandel & Feid & Daddy Yankee,2024-06-18,2024-06-18,1,46,46.0,2024-06-18,0,Yandel & Feid & Daddy Yankee,single,True,242667,1,68,Short Hit
Yo sé-Yan Block & TORRRES,2025-11-01,2025-11-27,26,8,22.384615384615383,2025-11-22,21,Yan Block & TORRRES,single,True,129705,1,69,Medium Run
"Young Miko: Bzrp Music Sessions, Vol. 58-Bizarrap & Young Miko",2025-01-13,2025-04-26,101,1,17.431372549019606,2025-01-13,0,Bizarrap & Young Miko,single,False,187172,1,76,Long Runner
ZORRA-Nebulossa,2025-02-05,2025-05-18,21,8,26.761904761904763,2025-02-05,0,Nebulossa,single,True,183577,1,67,Medium Run
a new star (2 0 2 4)-Rels B,2025-05-09,2025-05-30,16,32,40.5625,2025-05-16,7,Rels B,album,True,142235,13,74,Medium Run
caída del cielo <3-Rels B,2025-04-28,2025-05-01,2,38,43.0,2025-04-28,0,Rels B,album,True,133220,13,66,Short Hit
do it 4 th€ gram-Cruz Cafuné,2025-07-21,2025-07-21,1,34,34.0,2025-07-21,0,Cruz Cafuné,single,True,150582,6,54,Short Hit
don't liE-Duki,2024-06-25,2024-06-29,5,44,48.0,2024-06-28,3,Duki,album,False,213892,14,67,Short Hit
haz lo que quieras conmigo-Walls,2025-09-22,2025-10-19,20,33,44.15,2025-09-22,0,Walls,single,False,208603,1,53,Medium Run
i like the way you kiss me-Artemas,2025-04-04,2025-05-02,21,19,32.904761904761905,2025-04-18,14,Artemas,single,False,142514,1,92,Medium Run
la noia-Angelina Mango,2025-05-14,2025-05-14,1,47,47.0,2025-05-14,0,Angelina Mango,single,False,189124,1,80,Short Hit
la raíz d€l mal-Cruz Cafuné,2025-07-21,2025-07-26,4,42,47.5,2025-07-21,0,Cruz Cafuné,single,True,133767,6,54,Short Hit
lady madrizZz-céro,2024-11-03,2025-03-02,117,8,27.324786324786324,2024-11-16,13,céro,single,False,131020,1,67,Long Runner
miamor-Aitana,2024-09-24,2024-09-26,3,34,36.0,2024-09-24,0,Aitana,album,False,159360,15,31,Short Hit
miamor-Aitana & Rels B,2024-08-26,2024-09-23,29,4,37.37931034482759,2024-08-26,0,Aitana & Rels B,single,False,159360,1,46,Medium Run
m€ntiras-Cruz Cafuné,2025-07-21,2025-07-21,1,43,43.0,2025-07-21,0,Cruz Cafuné,single,True,151841,6,54,Short Hit
offline-Young Miko,2025-04-07,2025-06-15,69,16,34.73913043478261,2025-04-09,2,Young Miko,album,False,201935,16,64,Long Runner
rang€ rov€r-Cruz Cafuné,2025-07-21,2025-07-21,1,47,47.0,2025-07-21,0,Cruz Cafuné,single,True,117213,6,53,Short Hit
rompeolas-Martin Urrutia,2025-04-12,2025-04-18,2,39,42.0,2025-04-18,6,Martin Urrutia,single,False,162519,1,68,Short Hit
un x100to-Grupo Frontera & Bad Bunny,2024-05-18,2024-06-14,27,31,38.03703703703704,2024-05-21,3,Grupo Frontera & Bad Bunny,single,False,194563,1,99,Medium Run
vampire-Olivia Rodrigo,2024-07-02,2024-07-02,1,48,48.0,2024-07-02,0,Olivia Rodrigo,single,True,219724,1,85,Short Hit
we can't be friends (wait for your love)-Ariana Grande,2025-03-11,2025-03-20,8,31,41.5,2025-03-13,2,Ariana Grande,album,False,228639,13,81,Short Hit
"yes, and?-Ariana Grande",2025-01-14,2025-01-20,7,30,35.42857142857143,2025-01-18,4,Ariana Grande,single,True,214994,1,85,Short Hit
